-1.00028208E-06,-9.891073E-04
-1.00025708E-06,-5.836709E-04
-1.00023208E-06,-5.34849E-05
-1.00020708E-06,-5.618397E-04
-1.00018208E-06,-4.745150E-04
-1.00015708E-06,-7.053018E-04
-1.00013208E-06,-6.834706E-04
-1.00010708E-06,2.13649E-05
-1.00008208E-06,-8.362889E-04
-1.00005708E-06,-1.0951445E-03
-1.00003208E-06,-5.431273E-04
-1.00000708E-06,-5.400085E-04
-9.9998208E-07,-3.934277E-04
-9.9995708E-07,-6.897081E-04
-9.9993208E-07,-6.897081E-04
-9.9990708E-07,-7.427267E-04
-9.9988208E-07,-6.522832E-04
-9.9985708E-07,-2.811530E-04
-9.9983208E-07,-6.990643E-04
-9.9980708E-07,-1.595221E-04
-9.9978208E-07,3.69586E-05
-9.9975708E-07,-6.335708E-04
-9.9973208E-07,-6.335708E-04
-9.9970708E-07,-1.0234134E-03
-9.9968208E-07,-9.267324E-04
-9.9965708E-07,-6.335708E-04
-9.9963208E-07,-5.181774E-04
-9.9960708E-07,8.68584E-05
-9.9958208E-07,-4.901087E-04
-9.9955708E-07,-9.360887E-04
-9.9953208E-07,-3.965464E-04
-9.9950708E-07,-5.150586E-04
-9.9948208E-07,-4.214964E-04
-9.9945708E-07,-2.780343E-04
-9.9943208E-07,-8.362889E-04
-9.9940708E-07,-8.768326E-04
-9.9938208E-07,-5.337711E-04
-9.9935708E-07,-8.955450E-04
-9.9933208E-07,-1.1481631E-03
-9.9930708E-07,-5.212961E-04
-9.9928208E-07,-2.655593E-04
-9.9925708E-07,-8.643576E-04
-9.9923208E-07,-1.0234134E-03
-9.9920708E-07,-5.587210E-04
-9.9918208E-07,-1.283347E-04
-9.9915708E-07,-1.719971E-04
-9.9913208E-07,-3.840715E-04
-9.9910708E-07,-2.998655E-04
-9.9908208E-07,-2.686781E-04
-9.9905708E-07,3.07211E-05
-9.9903208E-07,3.675451E-04
-9.9900708E-07,1.6368728E-03
-9.9898208E-07,3.9665724E-03
-9.9895708E-07,4.4811647E-03
-9.9893208E-07,3.8231103E-03
-9.9890708E-07,2.3354708E-03
-9.9888208E-07,4.392762E-04
-9.9885708E-07,2.084893E-04
-9.9883208E-07,-6.59599E-05
-9.9880708E-07,-4.41287E-05
-9.9878208E-07,-5.119399E-04
-9.9875708E-07,-1.3789499E-03
-9.9873208E-07,-2.031845E-04
-9.9870708E-07,-3.840715E-04
-9.9868208E-07,-9.922260E-04
-9.9865708E-07,-6.491645E-04
-9.9863208E-07,-7.645579E-04
-9.9860708E-07,-2.811530E-04
-9.9858208E-07,-4.869899E-04
-9.9855708E-07,-6.741144E-04
-9.9853208E-07,-7.208955E-04
-9.9850708E-07,-5.961459E-04
-9.9848208E-07,1.648270E-04
-9.9845708E-07,-1.907095E-04
-9.9843208E-07,-2.125407E-04
-9.9840708E-07,-2.281344E-04
-9.9838208E-07,-5.119399E-04
-9.9835708E-07,-4.214964E-04
-9.9833208E-07,-6.990643E-04
-9.9830708E-07,-3.934277E-04
-9.9828208E-07,-5.556022E-04
-9.9825708E-07,-7.458455E-04
-9.9823208E-07,-7.084206E-04
-9.9820708E-07,-8.144578E-04
