p, res
68.390000, 5716928366493210100000000000000000000000000000000000000000000000.000000
68.400000, 5814804071664858400000000000000000000000000000000000000000000000.000000
68.410000, 5911978650976441600000000000000000000000000000000000000000000000.000000
68.420000, 6008294548263338700000000000000000000000000000000000000000000000.000000
68.430000, 6103586448335422200000000000000000000000000000000000000000000000.000000
68.440000, 6197681130547527800000000000000000000000000000000000000000000000.000000
68.450000, 6290397335393547700000000000000000000000000000000000000000000000.000000
68.460000, 6381545646050727700000000000000000000000000000000000000000000000.000000
68.470000, 6470928386966319600000000000000000000000000000000000000000000000.000000
68.480000, 6558339541755961900000000000000000000000000000000000000000000000.000000
68.490000, 6643564692874687500000000000000000000000000000000000000000000000.000000
68.500000, 6726380985724776600000000000000000000000000000000000000000000000.000000
68.510000, 6806557120086048600000000000000000000000000000000000000000000000.000000
68.520000, 6883853371981508400000000000000000000000000000000000000000000000.000000
68.530000, 6958021649343901900000000000000000000000000000000000000000000000.000000
68.540000, 7028805585119009700000000000000000000000000000000000000000000000.000000
68.550000, 7095940671720169200000000000000000000000000000000000000000000000.000000
68.560000, 7159154441054257200000000000000000000000000000000000000000000000.000000
68.570000, 7218166694667543200000000000000000000000000000000000000000000000.000000
68.580000, 7272689788899911300000000000000000000000000000000000000000000000.000000
68.590000, 7322428980313317700000000000000000000000000000000000000000000000.000000
68.600000, 7367082837043589600000000000000000000000000000000000000000000000.000000
68.610000, 7406343722158262000000000000000000000000000000000000000000000000.000000
68.620000, 7439898355537302900000000000000000000000000000000000000000000000.000000
68.630000, 7467428461281204300000000000000000000000000000000000000000000000.000000
68.640000, 7488611508152526400000000000000000000000000000000000000000000000.000000
68.650000, 7503121551099019400000000000000000000000000000000000000000000000.000000
68.660000, 7510630182489037900000000000000000000000000000000000000000000000.000000
68.670000, 7510807602290657600000000000000000000000000000000000000000000000.000000
68.680000, 7503323817090757500000000000000000000000000000000000000000000000.000000
68.690000, 7487849978537939300000000000000000000000000000000000000000000000.000000
68.700000, 7464059872532159100000000000000000000000000000000000000000000000.000000
68.710000, 7431631571268234100000000000000000000000000000000000000000000000.000000
68.720000, 7390249261081571700000000000000000000000000000000000000000000000.000000
68.730000, 7339605259919205400000000000000000000000000000000000000000000000.000000
68.740000, 7279402239214174900000000000000000000000000000000000000000000000.000000
68.750000, 7209355665936295200000000000000000000000000000000000000000000000.000000
68.760000, 7129196481656757600000000000000000000000000000000000000000000000.000000
68.770000, 7038674036594649700000000000000000000000000000000000000000000000.000000
68.780000, 6937559297813778500000000000000000000000000000000000000000000000.000000
68.790000, 6825648352010823100000000000000000000000000000000000000000000000.000000
68.800000, 6702766224686939500000000000000000000000000000000000000000000000.000000
68.810000, 6568771038928566900000000000000000000000000000000000000000000000.000000
68.820000, 6423558538551269700000000000000000000000000000000000000000000000.000000
68.830000, 6267067001963559900000000000000000000000000000000000000000000000.000000
68.840000, 6099282574830256900000000000000000000000000000000000000000000000.000000
68.850000, 5920245051428189500000000000000000000000000000000000000000000000.000000
68.860000, 5730054136506966500000000000000000000000000000000000000000000000.000000
68.870000, 5528876221515415400000000000000000000000000000000000000000000000.000000
68.880000, 5316951711214569800000000000000000000000000000000000000000000000.000000
68.890000, 5094602938991211500000000000000000000000000000000000000000000000.000000
68.900000, 4862242711613479300000000000000000000000000000000000000000000000.000000
68.910000, 4620383526748478800000000000000000000000000000000000000000000000.000000
68.920000, 4369647509280549400000000000000000000000000000000000000000000000.000000
68.930000, 4110777115365723300000000000000000000000000000000000000000000000.000000
68.940000, 3844646656207347700000000000000000000000000000000000000000000000.000000
68.950000, 3572274696779375200000000000000000000000000000000000000000000000.000000
68.960000, 3294837388153017400000000000000000000000000000000000000000000000.000000
68.970000, 3013682795707102600000000000000000000000000000000000000000000000.000000
68.980000, 2730346289344370200000000000000000000000000000000000000000000000.000000
68.990000, 2446567065900866600000000000000000000000000000000000000000000000.000000
69.000000, 2164305878235002100000000000000000000000000000000000000000000000.000000
69.010000, 1885764050031473200000000000000000000000000000000000000000000000.000000
69.020000, 1613403860167818000000000000000000000000000000000000000000000000.000000
69.030000, 1349970385585155800000000000000000000000000000000000000000000000.000000
69.040000, 1098514896982937900000000000000000000000000000000000000000000000.000000
69.050000, 862419907354747530000000000000000000000000000000000000000000000.000000
69.060000, 645425979399815860000000000000000000000000000000000000000000000.000000
69.070000, 451660404208931020000000000000000000000000000000000000000000000.000000
69.080000, 285667870350393120000000000000000000000000000000000000000000000.000000
69.090000, 152443249592478530000000000000000000000000000000000000000000000.000000
69.100000, 57466633012995593000000000000000000000000000000000000000000000.000000
69.110000, 6740759187810171100000000000000000000000000000000000000000000.000000
69.120000, 6830984540754994800000000000000000000000000000000000000000000.000000
69.130000, 64907954802067089000000000000000000000000000000000000000000000.000000
69.140000, 188793145887267500000000000000000000000000000000000000000000000.000000
69.150000, 387007452400282140000000000000000000000000000000000000000000000.000000
69.160000, 668823012411931860000000000000000000000000000000000000000000000.000000
69.170000, 1044318468198842000000000000000000000000000000000000000000000000.000000
69.180000, 1524437874277466900000000000000000000000000000000000000000000000.000000
69.190000, 2121053476371651400000000000000000000000000000000000000000000000.000000
69.200000, 2847032597936710500000000000000000000000000000000000000000000000.000000
69.210000, 3716308884576814300000000000000000000000000000000000000000000000.000000
69.220000, 4743958171161229500000000000000000000000000000000000000000000000.000000
69.230000, 5946279251722451900000000000000000000000000000000000000000000000.000000
69.240000, 7340879848336325900000000000000000000000000000000000000000000000.000000
69.250000, 8946768092198773700000000000000000000000000000000000000000000000.000000
69.260000, 10784449848058011000000000000000000000000000000000000000000000000.000000
69.270000, 12876032232106651000000000000000000000000000000000000000000000000.000000
69.280000, 15245333693403557000000000000000000000000000000000000000000000000.000000
69.290000, 17918001049988898000000000000000000000000000000000000000000000000.000000
69.300000, 20921633893065743000000000000000000000000000000000000000000000000.000000
69.310000, 24285916796085100000000000000000000000000000000000000000000000000.000000
69.320000, 28042759790281072000000000000000000000000000000000000000000000000.000000
69.330000, 32226447594293717000000000000000000000000000000000000000000000000.000000
69.340000, 36873798112990587000000000000000000000000000000000000000000000000.000000
69.350000, 42024330749615089000000000000000000000000000000000000000000000000.000000
69.360000, 47720445105895952000000000000000000000000000000000000000000000000.000000
69.370000, 54007610677053697000000000000000000000000000000000000000000000000.000000
69.380000, 60934568182501570000000000000000000000000000000000000000000000000.000000
69.390000, 68553543208897541000000000000000000000000000000000000000000000000.000000
69.400000, 76920472879904248000000000000000000000000000000000000000000000000.000000
69.410000, 86095246306759378000000000000000000000000000000000000000000000000.000000
69.420000, 96141959615680536000000000000000000000000000000000000000000000000.000000
69.430000, 107129186392200100000000000000000000000000000000000000000000000000.000000
69.440000, 119130264429109090000000000000000000000000000000000000000000000000.000000
69.450000, 132223599713663370000000000000000000000000000000000000000000000000.000000
69.460000, 146492988641224840000000000000000000000000000000000000000000000000.000000
69.470000, 162027959497036910000000000000000000000000000000000000000000000000.000000
69.480000, 178924134304995660000000000000000000000000000000000000000000000000.000000
69.490000, 197283612202540850000000000000000000000000000000000000000000000000.000000
69.500000, 217215375564448370000000000000000000000000000000000000000000000000.000000
69.510000, 238835720165060010000000000000000000000000000000000000000000000000.000000
69.520000, 262268710739047370000000000000000000000000000000000000000000000000.000000
69.530000, 287646663374707970000000000000000000000000000000000000000000000000.000000
69.540000, 315110656252307860000000000000000000000000000000000000000000000000.000000
69.550000, 344811070321639230000000000000000000000000000000000000000000000000.000000
69.560000, 376908161599939420000000000000000000000000000000000000000000000000.000000
69.570000, 411572666862196570000000000000000000000000000000000000000000000000.000000
69.580000, 448986444591659890000000000000000000000000000000000000000000000000.000000
69.590000, 489343153159507700000000000000000000000000000000000000000000000000.000000
69.600000, 532848968308585850000000000000000000000000000000000000000000000000.000000
69.610000, 579723342127945780000000000000000000000000000000000000000000000000.000000
69.620000, 630199805822588320000000000000000000000000000000000000000000000000.000000
69.630000, 684526818706494600000000000000000000000000000000000000000000000000.000000
69.640000, 742968665977051450000000000000000000000000000000000000000000000000.000000
69.650000, 805806407966179490000000000000000000000000000000000000000000000000.000000
69.660000, 873338883707599890000000000000000000000000000000000000000000000000.000000
69.670000, 945883771810685920000000000000000000000000000000000000000000000000.000000
69.680000, 1023778711791564300000000000000000000000000000000000000000000000000.000000
69.690000, 1107382489179398100000000000000000000000000000000000000000000000000.000000
69.700000, 1197076287891926600000000000000000000000000000000000000000000000000.000000
69.710000, 1293265013560534900000000000000000000000000000000000000000000000000.000000
69.720000, 1396378691679277800000000000000000000000000000000000000000000000000.000000
69.730000, 1506873944658352200000000000000000000000000000000000000000000000000.000000
69.740000, 1625235552077477200000000000000000000000000000000000000000000000000.000000
69.750000, 1751978098661371600000000000000000000000000000000000000000000000000.000000
69.760000, 1887647714739097300000000000000000000000000000000000000000000000000.000000
69.770000, 2032823914198002700000000000000000000000000000000000000000000000000.000000
69.780000, 2188121535207836800000000000000000000000000000000000000000000000000.000000
69.790000, 2354192789266821300000000000000000000000000000000000000000000000000.000000
69.800000, 2531729424413188800000000000000000000000000000000000000000000000000.000000
69.810000, 2721465008751642000000000000000000000000000000000000000000000000000.000000
69.820000, 2924177340765022100000000000000000000000000000000000000000000000000.000000
69.830000, 3140690993220664000000000000000000000000000000000000000000000000000.000000
69.840000, 3371879997836177400000000000000000000000000000000000000000000000000.000000
69.850000, 3618670678240545300000000000000000000000000000000000000000000000000.000000
69.860000, 3882044639161823000000000000000000000000000000000000000000000000000.000000
69.870000, 4163041920183055600000000000000000000000000000000000000000000000000.000000
69.880000, 4462764322840344800000000000000000000000000000000000000000000000000.000000
69.890000, 4782378920294522900000000000000000000000000000000000000000000000000.000000
69.900000, 5123121759282377100000000000000000000000000000000000000000000000000.000000
69.910000, 5486301764559233100000000000000000000000000000000000000000000000000.000000
69.920000, 5873304856567989800000000000000000000000000000000000000000000000000.000000
69.930000, 6285598293628028800000000000000000000000000000000000000000000000000.000000
69.940000, 6724735250514502900000000000000000000000000000000000000000000000000.000000
69.950000, 7192359645914488200000000000000000000000000000000000000000000000000.000000
69.960000, 7690211231884126500000000000000000000000000000000000000000000000000.000000
69.970000, 8220130959106452600000000000000000000000000000000000000000000000000.000000
69.980000, 8784066632458057000000000000000000000000000000000000000000000000000.000000
69.990000, 9384078872135506800000000000000000000000000000000000000000000000000.000000
70.000000, 10022347396370030000000000000000000000000000000000000000000000000000.000000
70.010000, 10701177642582435000000000000000000000000000000000000000000000000000.000000
70.020000, 11423007744688189000000000000000000000000000000000000000000000000000.000000
70.030000, 12190415885164225000000000000000000000000000000000000000000000000000.000000
70.040000, 13006128041439948000000000000000000000000000000000000000000000000000.000000
70.050000, 13873026147163941000000000000000000000000000000000000000000000000000.000000
70.060000, 14794156689956294000000000000000000000000000000000000000000000000000.000000
70.070000, 15772739768327781000000000000000000000000000000000000000000000000000.000000
70.080000, 16812178631630885000000000000000000000000000000000000000000000000000.000000
70.090000, 17916069728077339000000000000000000000000000000000000000000000000000.000000
70.100000, 19088213287164330000000000000000000000000000000000000000000000000000.000000
70.110000, 20332624464142080000000000000000000000000000000000000000000000000000.000000
70.120000, 21653545075582141000000000000000000000000000000000000000000000000000.000000
70.130000, 23055455956551197000000000000000000000000000000000000000000000000000.000000
70.140000, 24543089971444878000000000000000000000000000000000000000000000000000.000000
70.150000, 26121445712128818000000000000000000000000000000000000000000000000000.000000
70.160000, 27795801918748341000000000000000000000000000000000000000000000000000.000000
70.170000, 29571732660329793000000000000000000000000000000000000000000000000000.000000
70.180000, 31455123314151692000000000000000000000000000000000000000000000000000.000000
70.190000, 33452187384835645000000000000000000000000000000000000000000000000000.000000
70.200000, 35569484206130043000000000000000000000000000000000000000000000000000.000000
70.210000, 37813937570534148000000000000000000000000000000000000000000000000000.000000
70.220000, 40192855334136216000000000000000000000000000000000000000000000000000.000000
70.230000, 42713950046422626000000000000000000000000000000000000000000000000000.000000
70.240000, 45385360657293391000000000000000000000000000000000000000000000000000.000000
70.250000, 48215675356087720000000000000000000000000000000000000000000000000000.000000
70.260000, 51213955600193883000000000000000000000000000000000000000000000000000.000000
70.270000, 54389761393637328000000000000000000000000000000000000000000000000000.000000
70.280000, 57753177879069719000000000000000000000000000000000000000000000000000.000000
70.290000, 61314843309675096000000000000000000000000000000000000000000000000000.000000
70.300000, 65085978470859770000000000000000000000000000000000000000000000000000.000000
70.310000, 69078417625013389000000000000000000000000000000000000000000000000000.000000
70.320000, 73304641056236861000000000000000000000000000000000000000000000000000.000000
70.330000, 77777809295770742000000000000000000000000000000000000000000000000000.000000
70.340000, 82511799112778499000000000000000000000000000000000000000000000000000.000000
70.350000, 87521241359370894000000000000000000000000000000000000000000000000000.000000
70.360000, 92821560763060515000000000000000000000000000000000000000000000000000.000000
70.370000, 98429017764488108000000000000000000000000000000000000000000000000000.000000
70.380000, 104360752502987520000000000000000000000000000000000000000000000000000.000000
70.390000, 110634831057646720000000000000000000000000000000000000000000000000000.000000
70.400000, 117270294056789120000000000000000000000000000000000000000000000000000.000000
70.410000, 124287207774252380000000000000000000000000000000000000000000000000000.000000
70.420000, 131706717836715960000000000000000000000000000000000000000000000000000.000000
70.430000, 139551105672429260000000000000000000000000000000000000000000000000000.000000
70.440000, 147843847837796160000000000000000000000000000000000000000000000000000.000000
70.450000, 156609678365376210000000000000000000000000000000000000000000000000000.000000
70.460000, 165874654283307720000000000000000000000000000000000000000000000000000.000000
70.470000, 175666224463929270000000000000000000000000000000000000000000000000000.000000
70.480000, 186013301966781080000000000000000000000000000000000000000000000000000.000000
70.490000, 196946340049176640000000000000000000000000000000000000000000000000000.000000
70.500000, 208497412026091290000000000000000000000000000000000000000000000000000.000000
70.510000, 220700295169767190000000000000000000000000000000000000000000000000000.000000
70.520000, 233590558848736390000000000000000000000000000000000000000000000000000.000000
70.530000, 247205657115552540000000000000000000000000000000000000000000000000000.000000
70.540000, 261585025962642900000000000000000000000000000000000000000000000000000.000000
70.550000, 276770185476351990000000000000000000000000000000000000000000000000000.000000
70.560000, 292804847130220310000000000000000000000000000000000000000000000000000.000000
70.570000, 309735026470144670000000000000000000000000000000000000000000000000000.000000
70.580000, 327609161456422500000000000000000000000000000000000000000000000000000.000000
70.590000, 346478236740099990000000000000000000000000000000000000000000000000000.000000
70.600000, 366395914164610230000000000000000000000000000000000000000000000000000.000000
70.610000, 387418669797417740000000000000000000000000000000000000000000000000000.000000
70.620000, 409605937811384700000000000000000000000000000000000000000000000000000.000000
70.630000, 433020261550168530000000000000000000000000000000000000000000000000000.000000
70.640000, 457727452128810820000000000000000000000000000000000000000000000000000.000000
70.650000, 483796754936622880000000000000000000000000000000000000000000000000000.000000
70.660000, 511301024427691030000000000000000000000000000000000000000000000000000.000000
70.670000, 540316907602018820000000000000000000000000000000000000000000000000000.000000
70.680000, 570925036600123570000000000000000000000000000000000000000000000000000.000000
70.690000, 603210230853585630000000000000000000000000000000000000000000000000000.000000
70.700000, 637261709255319800000000000000000000000000000000000000000000000000000.000000
70.710000, 673173312835168820000000000000000000000000000000000000000000000000000.000000
70.720000, 711043738449498600000000000000000000000000000000000000000000000000000.000000
70.730000, 750976784017767510000000000000000000000000000000000000000000000000000.000000
70.740000, 793081605863927160000000000000000000000000000000000000000000000000000.000000
70.750000, 837472988747053880000000000000000000000000000000000000000000000000000.000000
70.760000, 884271629193304790000000000000000000000000000000000000000000000000000.000000
70.770000, 933604432769928490000000000000000000000000000000000000000000000000000.000000
70.780000, 985604825972699810000000000000000000000000000000000000000000000000000.000000
70.790000, 1040413083428762000000000000000000000000000000000000000000000000000000.000000
70.800000, 1098176671151455100000000000000000000000000000000000000000000000000000.000000
70.810000, 1159050606616736700000000000000000000000000000000000000000000000000000.000000
70.820000, 1223197836467957400000000000000000000000000000000000000000000000000000.000000
70.830000, 1290789632692857300000000000000000000000000000000000000000000000000000.000000
70.840000, 1362006008157197400000000000000000000000000000000000000000000000000000.000000
70.850000, 1437036152419579200000000000000000000000000000000000000000000000000000.000000
70.860000, 1516078888795979800000000000000000000000000000000000000000000000000000.000000
70.870000, 1599343153687669000000000000000000000000000000000000000000000000000000.000000
70.880000, 1687048499233760100000000000000000000000000000000000000000000000000000.000000
70.890000, 1779425620397522500000000000000000000000000000000000000000000000000000.000000
70.900000, 1876716907650349500000000000000000000000000000000000000000000000000000.000000
70.910000, 1979177026467260300000000000000000000000000000000000000000000000000000.000000
70.920000, 2087073524908482000000000000000000000000000000000000000000000000000000.000000
70.930000, 2200687470617382500000000000000000000000000000000000000000000000000000.000000
70.940000, 2320314118628775200000000000000000000000000000000000000000000000000000.000000
70.950000, 2446263611444709600000000000000000000000000000000000000000000000000000.000000
70.960000, 2578861712904362500000000000000000000000000000000000000000000000000000.000000
70.970000, 2718450577442658700000000000000000000000000000000000000000000000000000.000000
70.980000, 2865389556407444100000000000000000000000000000000000000000000000000000.000000
70.990000, 3020056043181834600000000000000000000000000000000000000000000000000000.000000
71.000000, 3182846358939284300000000000000000000000000000000000000000000000000000.000000
71.010000, 3354176680940903300000000000000000000000000000000000000000000000000000.000000
71.020000, 3534484015374902200000000000000000000000000000000000000000000000000000.000000
71.030000, 3724227216829872200000000000000000000000000000000000000000000000000000.000000
71.040000, 3923888056586478400000000000000000000000000000000000000000000000000000.000000
71.050000, 4133972342015080600000000000000000000000000000000000000000000000000000.000000
71.060000, 4355011089472287500000000000000000000000000000000000000000000000000000.000000
71.070000, 4587561753195524400000000000000000000000000000000000000000000000000000.000000
71.080000, 4832209512811114700000000000000000000000000000000000000000000000000000.000000
71.090000, 5089568622191595100000000000000000000000000000000000000000000000000000.000000
71.100000, 5360283822519631300000000000000000000000000000000000000000000000000000.000000
71.110000, 5645031822548939700000000000000000000000000000000000000000000000000000.000000
71.120000, 5944522849188505600000000000000000000000000000000000000000000000000000.000000
71.130000, 6259502271674630400000000000000000000000000000000000000000000000000000.000000
71.140000, 6590752302748000200000000000000000000000000000000000000000000000000000.000000
71.150000, 6939093780409672700000000000000000000000000000000000000000000000000000.000000
71.160000, 7305388033978976200000000000000000000000000000000000000000000000000000.000000
71.170000, 7690538838366349000000000000000000000000000000000000000000000000000000.000000
71.180000, 8095494460627654600000000000000000000000000000000000000000000000000000.000000
71.190000, 8521249803068731400000000000000000000000000000000000000000000000000000.000000
71.200000, 8968848647348903000000000000000000000000000000000000000000000000000000.000000
71.210000, 9439386004241291700000000000000000000000000000000000000000000000000000.000000
71.220000, 9934010573909810000000000000000000000000000000000000000000000000000000.000000
71.230000, 10453927321787202000000000000000000000000000000000000000000000000000000.000000
71.240000, 11000400175364064000000000000000000000000000000000000000000000000000000.000000
71.250000, 11574754847435962000000000000000000000000000000000000000000000000000000.000000
71.260000, 12178381791604713000000000000000000000000000000000000000000000000000000.000000
71.270000, 12812739296092981000000000000000000000000000000000000000000000000000000.000000
71.280000, 13479356722194165000000000000000000000000000000000000000000000000000000.000000
71.290000, 14179837893969612000000000000000000000000000000000000000000000000000000.000000
71.300000, 14915864646096031000000000000000000000000000000000000000000000000000000.000000
71.310000, 15689200537075048000000000000000000000000000000000000000000000000000000.000000
71.320000, 16501694735329801000000000000000000000000000000000000000000000000000000.000000
71.330000, 17355286086064119000000000000000000000000000000000000000000000000000000.000000
71.340000, 18252007367096847000000000000000000000000000000000000000000000000000000.000000
71.350000, 19193989742240227000000000000000000000000000000000000000000000000000000.000000
71.360000, 20183467421200947000000000000000000000000000000000000000000000000000000.000000
71.370000, 21222782535335363000000000000000000000000000000000000000000000000000000.000000
71.380000, 22314390239049067000000000000000000000000000000000000000000000000000000.000000
71.390000, 23460864047021261000000000000000000000000000000000000000000000000000000.000000
71.400000, 24664901417918783000000000000000000000000000000000000000000000000000000.000000
71.410000, 25929329595695123000000000000000000000000000000000000000000000000000000.000000
71.420000, 27257111720107090000000000000000000000000000000000000000000000000000000.000000
71.430000, 28651353218531956000000000000000000000000000000000000000000000000000000.000000
71.440000, 30115308491760123000000000000000000000000000000000000000000000000000000.000000
71.450000, 31652387906938227000000000000000000000000000000000000000000000000000000.000000
71.460000, 33266165111454230000000000000000000000000000000000000000000000000000000.000000
71.470000, 34960384682138351000000000000000000000000000000000000000000000000000000.000000
71.480000, 36738970124770872000000000000000000000000000000000000000000000000000000.000000
71.490000, 38606032239576712000000000000000000000000000000000000000000000000000000.000000
71.500000, 40565877869033261000000000000000000000000000000000000000000000000000000.000000
71.510000, 42623019045034496000000000000000000000000000000000000000000000000000000.000000
71.520000, 44782182553221545000000000000000000000000000000000000000000000000000000.000000
71.530000, 47048319933001842000000000000000000000000000000000000000000000000000000.000000
71.540000, 49426617932669493000000000000000000000000000000000000000000000000000000.000000
71.550000, 51922509439767311000000000000000000000000000000000000000000000000000000.000000
71.560000, 54541684907821769000000000000000000000000000000000000000000000000000000.000000
71.570000, 57290104301376040000000000000000000000000000000000000000000000000000000.000000
71.580000, 60174009582271572000000000000000000000000000000000000000000000000000000.000000
71.590000, 63199937761104374000000000000000000000000000000000000000000000000000000.000000
71.600000, 66374734538745403000000000000000000000000000000000000000000000000000000.000000
71.610000, 69705568563980204000000000000000000000000000000000000000000000000000000.000000
71.620000, 73199946334336325000000000000000000000000000000000000000000000000000000.000000
71.630000, 76865727768435545000000000000000000000000000000000000000000000000000000.000000
71.640000, 80711142479284595000000000000000000000000000000000000000000000000000000.000000
71.650000, 84744806779305747000000000000000000000000000000000000000000000000000000.000000
71.660000, 88975741449109884000000000000000000000000000000000000000000000000000000.000000
71.670000, 93413390303459671000000000000000000000000000000000000000000000000000000.000000
71.680000, 98067639589216062000000000000000000000000000000000000000000000000000000.000000
71.690000, 102948838251591160000000000000000000000000000000000000000000000000000000.000000
71.700000, 108067819106566970000000000000000000000000000000000000000000000000000000.000000
71.710000, 113435920958845580000000000000000000000000000000000000000000000000000000.000000
71.720000, 119065011706532270000000000000000000000000000000000000000000000000000000.000000
71.730000, 124967512475289850000000000000000000000000000000000000000000000000000000.000000
71.740000, 131156422826685890000000000000000000000000000000000000000000000000000000.000000
71.750000, 137645347087132530000000000000000000000000000000000000000000000000000000.000000
71.760000, 144448521845994890000000000000000000000000000000000000000000000000000000.000000
71.770000, 151580844673270750000000000000000000000000000000000000000000000000000000.000000
71.780000, 159057904109453810000000000000000000000000000000000000000000000000000000.000000
71.790000, 166896010982384640000000000000000000000000000000000000000000000000000000.000000
71.800000, 175112231108161800000000000000000000000000000000000000000000000000000000.000000
71.810000, 183724419435541770000000000000000000000000000000000000000000000000000000.000000
71.820000, 192751255695728990000000000000000000000000000000000000000000000000000000.000000
71.830000, 202212281622089690000000000000000000000000000000000000000000000000000000.000000
71.840000, 212127939806861390000000000000000000000000000000000000000000000000000000.000000
71.850000, 222519614264825460000000000000000000000000000000000000000000000000000000.000000
71.860000, 233409672776786190000000000000000000000000000000000000000000000000000000.000000
71.870000, 244821511088503900000000000000000000000000000000000000000000000000000000.000000
71.880000, 256779599044207100000000000000000000000000000000000000000000000000000000.000000
71.890000, 269309528736683020000000000000000000000000000000000000000000000000000000.000000
71.900000, 282438064759503300000000000000000000000000000000000000000000000000000000.000000
71.910000, 296193196650420560000000000000000000000000000000000000000000000000000000.000000
71.920000, 310604193618582480000000000000000000000000000000000000000000000000000000.000000
71.930000, 325701661651954230000000000000000000000000000000000000000000000000000000.000000
71.940000, 341517603105267990000000000000000000000000000000000000000000000000000000.000000
71.950000, 358085478873003840000000000000000000000000000000000000000000000000000000.000000
71.960000, 375440273255908260000000000000000000000000000000000000000000000000000000.000000
71.970000, 393618561634172720000000000000000000000000000000000000000000000000000000.000000
71.980000, 412658581064852510000000000000000000000000000000000000000000000000000000.000000
71.990000, 432600303925813140000000000000000000000000000000000000000000000000000000.000000
72.000000, 453485514733430820000000000000000000000000000000000000000000000000000000.000000
72.010000, 475357890266437350000000000000000000000000000000000000000000000000000000.000000
72.020000, 498263083133553560000000000000000000000000000000000000000000000000000000.000000
72.030000, 522248808927978980000000000000000000000000000000000000000000000000000000.000000
72.040000, 547364937117665180000000000000000000000000000000000000000000000000000000.000000
72.050000, 573663585825958160000000000000000000000000000000000000000000000000000000.000000
72.060000, 601199220663822870000000000000000000000000000000000000000000000000000000.000000
72.070000, 630028757780659160000000000000000000000000000000000000000000000000000000.000000
72.080000, 660211671307567210000000000000000000000000000000000000000000000000000000.000000
72.090000, 691810105374101740000000000000000000000000000000000000000000000000000000.000000
72.100000, 724888990886163780000000000000000000000000000000000000000000000000000000.000000
72.110000, 759516167260039670000000000000000000000000000000000000000000000000000000.000000
72.120000, 795762509316003750000000000000000000000000000000000000000000000000000000.000000
72.130000, 833702059541805670000000000000000000000000000000000000000000000000000000.000000
72.140000, 873412165945353730000000000000000000000000000000000000000000000000000000.000000
72.150000, 914973625723659460000000000000000000000000000000000000000000000000000000.000000
72.160000, 958470834985445670000000000000000000000000000000000000000000000000000000.000000
72.170000, 1003991944771454600000000000000000000000000000000000000000000000000000000.000000
72.180000, 1051629023628800300000000000000000000000000000000000000000000000000000000.000000
72.190000, 1101478227003388600000000000000000000000000000000000000000000000000000000.000000
72.200000, 1153639973725555700000000000000000000000000000000000000000000000000000000.000000
72.210000, 1208219129874536200000000000000000000000000000000000000000000000000000000.000000
72.220000, 1265325200318192000000000000000000000000000000000000000000000000000000000.000000
72.230000, 1325072528235609300000000000000000000000000000000000000000000000000000000.000000
72.240000, 1387580502941938300000000000000000000000000000000000000000000000000000000.000000
72.250000, 1452973776347102000000000000000000000000000000000000000000000000000000000.000000
72.260000, 1521382488392734800000000000000000000000000000000000000000000000000000000.000000
72.270000, 1592942501823339100000000000000000000000000000000000000000000000000000000.000000
72.280000, 1667795646663466300000000000000000000000000000000000000000000000000000000.000000
72.290000, 1746089974784235900000000000000000000000000000000000000000000000000000000.000000
72.300000, 1827980024958110700000000000000000000000000000000000000000000000000000000.000000
72.310000, 1913627098815573000000000000000000000000000000000000000000000000000000000.000000
72.320000, 2003199548132618600000000000000000000000000000000000000000000000000000000.000000
72.330000, 2096873073893600800000000000000000000000000000000000000000000000000000000.000000
72.340000, 2194831037590545300000000000000000000000000000000000000000000000000000000.000000
72.350000, 2297264785237261800000000000000000000000000000000000000000000000000000000.000000
72.360000, 2404373984594011500000000000000000000000000000000000000000000000000000000.000000
72.370000, 2516366976115808400000000000000000000000000000000000000000000000000000000.000000
72.380000, 2633461138157719200000000000000000000000000000000000000000000000000000000.000000
72.390000, 2755883266988211600000000000000000000000000000000000000000000000000000000.000000
72.400000, 2883869972182761100000000000000000000000000000000000000000000000000000000.000000
72.410000, 3017668087989169600000000000000000000000000000000000000000000000000000000.000000
72.420000, 3157535101279821000000000000000000000000000000000000000000000000000000000.000000
72.430000, 3303739596724331100000000000000000000000000000000000000000000000000000000.000000
72.440000, 3456561719843020600000000000000000000000000000000000000000000000000000000.000000
72.450000, 3616293658619839100000000000000000000000000000000000000000000000000000000.000000
72.460000, 3783240144383663400000000000000000000000000000000000000000000000000000000.000000
72.470000, 3957718972685386100000000000000000000000000000000000000000000000000000000.000000
72.480000, 4140061544929744000000000000000000000000000000000000000000000000000000000.000000
72.490000, 4330613431540122600000000000000000000000000000000000000000000000000000000.000000
72.500000, 4529734957472171300000000000000000000000000000000000000000000000000000000.000000
72.510000, 4737801810907150900000000000000000000000000000000000000000000000000000000.000000
72.520000, 4955205675996348200000000000000000000000000000000000000000000000000000000.000000
72.530000, 5182354890549939600000000000000000000000000000000000000000000000000000000.000000
72.540000, 5419675129600018100000000000000000000000000000000000000000000000000000000.000000
72.550000, 5667610115792694300000000000000000000000000000000000000000000000000000000.000000
72.560000, 5926622357601897900000000000000000000000000000000000000000000000000000000.000000
72.570000, 6197193916388600700000000000000000000000000000000000000000000000000000000.000000
72.580000, 6479827203363828500000000000000000000000000000000000000000000000000000000.000000
72.590000, 6775045807549481800000000000000000000000000000000000000000000000000000000.000000
