v_alpha, I_out_I
0.944000, 395.529429
0.945000, 395.519988
0.946000, 395.510537
0.947000, 395.501076
0.948000, 395.491605
0.949000, 395.482125
0.950000, 395.472635
0.951000, 395.463135
0.952000, 395.453625
0.953000, 395.444105
0.954000, 395.434575
0.955000, 395.425036
0.956000, 395.415487
0.957000, 395.405927
0.958000, 395.396358
0.959000, 395.386780
0.960000, 395.377191
0.961000, 395.367592
0.962000, 395.357984
0.963000, 395.348366
0.964000, 395.338738
0.965000, 395.329100
0.966000, 395.319452
0.967000, 395.309795
0.968000, 395.300128
0.969000, 395.290450
0.970000, 395.280763
0.971000, 395.271066
0.972000, 395.261360
0.973000, 395.251643
0.974000, 395.241917
0.975000, 395.232181
0.976000, 395.222435
0.977000, 395.212679
0.978000, 395.202913
0.979000, 395.193138
0.980000, 395.183352
0.981000, 395.173557
0.982000, 395.163752
0.983000, 395.153937
0.984000, 395.144113
0.985000, 395.134278
0.986000, 395.124434
0.987000, 395.114580
0.988000, 395.104716
0.989000, 395.094842
0.990000, 395.084959
0.991000, 395.075065
0.992000, 395.065162
0.993000, 395.055249
0.994000, 395.045326
0.995000, 395.035393
0.996000, 395.025451
0.997000, 395.015498
0.998000, 395.005536
0.999000, 394.995564
1.000000, 394.985582
1.001000, 394.975591
1.002000, 394.965589
1.003000, 394.955578
1.004000, 394.945557
1.005000, 394.935526
1.006000, 394.925485
1.007000, 394.915435
1.008000, 394.905375
1.009000, 394.895304
1.010000, 394.885224
1.011000, 394.875135
1.012000, 394.865035
1.013000, 394.854926
1.014000, 394.844806
1.015000, 394.834677
1.016000, 394.824539
1.017000, 394.814390
1.018000, 394.804231
1.019000, 394.794063
1.020000, 394.783885
1.021000, 394.773697
1.022000, 394.763499
1.023000, 394.753292
1.024000, 394.743075
1.025000, 394.732848
1.026000, 394.722611
1.027000, 394.712364
1.028000, 394.702107
1.029000, 394.691841
1.030000, 394.681565
1.031000, 394.671279
1.032000, 394.660983
1.033000, 394.650678
1.034000, 394.640362
1.035000, 394.630037
1.036000, 394.619702
1.037000, 394.609357
1.038000, 394.599003
1.039000, 394.588639
1.040000, 394.578264
1.041000, 394.567880
1.042000, 394.557487
1.043000, 394.547083
1.044000, 394.536670
1.045000, 394.526247
1.046000, 394.515814
1.047000, 394.505371
1.048000, 394.494919
1.049000, 394.484456
1.050000, 394.473984
1.051000, 394.463502
1.052000, 394.453010
1.053000, 394.442509
1.054000, 394.431998
1.055000, 394.421477
1.056000, 394.410946
1.057000, 394.400405
1.058000, 394.389855
1.059000, 394.379295
1.060000, 394.368724
1.061000, 394.358145
1.062000, 394.347555
1.063000, 394.336956
1.064000, 394.326347
1.065000, 394.315728
1.066000, 394.305099
1.067000, 394.294460
1.068000, 394.283812
1.069000, 394.273154
1.070000, 394.262486
1.071000, 394.251809
1.072000, 394.241121
1.073000, 394.230424
1.074000, 394.219717
1.075000, 394.209000
1.076000, 394.198274
1.077000, 394.187537
1.078000, 394.176791
1.079000, 394.166035
1.080000, 394.155270
1.081000, 394.144494
1.082000, 394.133709
1.083000, 394.122914
1.084000, 394.112109
1.085000, 394.101295
1.086000, 394.090470
1.087000, 394.079636
1.088000, 394.068792
1.089000, 394.057939
1.090000, 394.047075
1.091000, 394.036202
1.092000, 394.025319
1.093000, 394.014427
1.094000, 394.003524
1.095000, 393.992612
1.096000, 393.981690
1.097000, 393.970758
1.098000, 393.959816
1.099000, 393.948865
1.100000, 393.937904
1.101000, 393.926933
1.102000, 393.915953
1.103000, 393.904962
1.104000, 393.893962
1.105000, 393.882952
1.106000, 393.871932
1.107000, 393.860903
1.108000, 393.849864
1.109000, 393.838815
1.110000, 393.827756
1.111000, 393.816688
1.112000, 393.805609
1.113000, 393.794521
1.114000, 393.783424
1.115000, 393.772316
1.116000, 393.761199
1.117000, 393.750072
1.118000, 393.738935
1.119000, 393.727789
1.120000, 393.716632
1.121000, 393.705466
1.122000, 393.694290
1.123000, 393.683105
1.124000, 393.671909
1.125000, 393.660704
1.126000, 393.649490
1.127000, 393.638265
1.128000, 393.627031
1.129000, 393.615787
1.130000, 393.604533
1.131000, 393.593269
1.132000, 393.581996
1.133000, 393.570713
1.134000, 393.559420
1.135000, 393.548118
1.136000, 393.536805
1.137000, 393.525483
1.138000, 393.514151
1.139000, 393.502810
1.140000, 393.491459
1.141000, 393.480098
1.142000, 393.468727
1.143000, 393.457346
1.144000, 393.445956
1.145000, 393.434556
1.146000, 393.423146
1.147000, 393.411727
1.148000, 393.400298
1.149000, 393.388859
1.150000, 393.377410
1.151000, 393.365951
1.152000, 393.354483
1.153000, 393.343005
1.154000, 393.331518
1.155000, 393.320020
1.156000, 393.308513
1.157000, 393.296996
1.158000, 393.285470
1.159000, 393.273934
1.160000, 393.262388
1.161000, 393.250832
1.162000, 393.239266
1.163000, 393.227691
1.164000, 393.216106
1.165000, 393.204511
1.166000, 393.192907
1.167000, 393.181293
1.168000, 393.169669
1.169000, 393.158035
1.170000, 393.146392
1.171000, 393.134739
1.172000, 393.123076
1.173000, 393.111404
1.174000, 393.099721
1.175000, 393.088029
1.176000, 393.076328
1.177000, 393.064616
1.178000, 393.052895
1.179000, 393.041164
1.180000, 393.029424
1.181000, 393.017674
1.182000, 393.005914
1.183000, 392.994144
1.184000, 392.982364
1.185000, 392.970575
1.186000, 392.958776
1.187000, 392.946968
1.188000, 392.935149
1.189000, 392.923321
1.190000, 392.911484
1.191000, 392.899636
1.192000, 392.887779
1.193000, 392.875912
1.194000, 392.864036
1.195000, 392.852149
1.196000, 392.840253
1.197000, 392.828348
1.198000, 392.816432
1.199000, 392.804507
1.200000, 392.792572
1.201000, 392.780628
1.202000, 392.768673
1.203000, 392.756709
1.204000, 392.744736
1.205000, 392.732752
1.206000, 392.720759
1.207000, 392.708756
1.208000, 392.696744
1.209000, 392.684722
1.210000, 392.672690
1.211000, 392.660648
1.212000, 392.648597
1.213000, 392.636536
1.214000, 392.624465
1.215000, 392.612385
1.216000, 392.600295
1.217000, 392.588195
1.218000, 392.576085
1.219000, 392.563966
1.220000, 392.551837
1.221000, 392.539699
1.222000, 392.527550
1.223000, 392.515392
1.224000, 392.503225
1.225000, 392.491047
1.226000, 392.478860
1.227000, 392.466663
1.228000, 392.454457
1.229000, 392.442241
1.230000, 392.430015
1.231000, 392.417780
1.232000, 392.405534
1.233000, 392.393279
1.234000, 392.381015
1.235000, 392.368741
1.236000, 392.356457
1.237000, 392.344163
1.238000, 392.331860
1.239000, 392.319547
1.240000, 392.307224
1.241000, 392.294892
1.242000, 392.282549
1.243000, 392.270198
1.244000, 392.257836
1.245000, 392.245465
1.246000, 392.233084
1.247000, 392.220694
1.248000, 392.208294
1.249000, 392.195884
1.250000, 392.183464
1.251000, 392.171035
1.252000, 392.158596
1.253000, 392.146148
1.254000, 392.133690
1.255000, 392.121222
1.256000, 392.108744
1.257000, 392.096257
1.258000, 392.083760
1.259000, 392.071253
1.260000, 392.058737
1.261000, 392.046211
1.262000, 392.033676
1.263000, 392.021130
1.264000, 392.008575
1.265000, 391.996011
1.266000, 391.983437
