0,10998
-128,15334
-127,15094
-126,14864
-125,14647
-124,14451
-123,14275
-122,14121
-121,13984
-120,13865
-119,13758
-118,13664
-117,13577
-116,13500
-115,13426
-114,13362
-113,13299
-112,13242
-111,13187
-110,13137
-109,13088
-108,13044
-107,12999
-106,12960
-105,12917
-104,12881
-103,12843
-102,12809
-101,12773
-100,12741
-99,12707
-98,12678
-97,12645
-96,12617
-95,12587
-94,12560
-93,12531
-92,12505
-91,12477
-90,12452
-89,12425
-88,12402
-87,12375
-86,12351
-85,12325
-84,12303
-83,12278
-82,12254
-81,12229
-80,12207
-79,12182
-78,12160
-77,12135
-76,12113
-75,12086
-74,12064
-73,12037
-72,12014
-71,11985
-70,11960
-69,11932
-68,11904
-67,11871
-66,11838
-65,11797
-64,11745
-63,11622
-62,11561
-61,11523
-60,11498
-59,11475
-58,11457
-57,11437
-56,11423
-55,11407
-54,11394
-53,11380
-52,11369
-51,11357
-50,11347
-49,11335
-48,11325
-47,11314
-46,11306
-45,11295
-44,11288
-43,11277
-42,11270
-41,11259
-40,11253
-39,11244
-38,11237
-37,11228
-36,11222
-35,11214
-34,11207
-33,11198
-32,11193
-31,11184
-30,11179
-29,11170
-28,11165
-27,11157
-26,11152
-25,11145
-24,11138
-23,11130
-22,11126
-21,11118
-20,11113
-19,11105
-18,11101
-17,11093
-16,11088
-15,11082
-14,11077
-13,11069
-12,11064
-11,11057
-10,11052
-9,11046
-8,11041
-7,11033
-6,11028
-5,11020
-4,11017
-3,11009
-2,11005
-1,10998
127,6601.6
126,6783.9
125,6961.4
124,7137.4
123,7305.6
122,7470.6
121,7624.6
120,7770.7
119,7902.7
118,8026.9
117,8136.9
116,8239
115,8330.1
114,8416.6
113,8492
112,8565.9
111,8631.9
110,8694.7
109,8751.3
108,8807.9
107,8858.1
106,8908.4
105,8954
104,8999.6
103,9040.4
102,9082.9
101,9120.6
100,9159.9
99,9194.4
98,9230.6
97,9263.6
96,9298.1
95,9328
94,9361
93,9389.3
92,9420.7
91,9449
90,9478.9
89,9504
88,9533.9
87,9559
86,9587.3
85,9610.9
84,9637.6
83,9662.7
82,9687.9
81,9711.4
80,9738.1
79,9761.7
78,9786.9
77,9810.4
76,9835.6
75,9859.1
74,9884.3
73,9907.9
72,9934.6
71,9958.1
70,9986.4
69,10012
68,10040
67,10067
66,10100
65,10129
64,10167
63,10206
62,10263
61,10379
60,10442
59,10477
58,10505
57,10525
56,10547
55,10563
54,10582
53,10595
52,10610
51,10623
50,10637
49,10646
48,10659
47,10668
46,10681
45,10689
44,10701
43,10709
42,10719
41,10727
40,10738
39,10744
38,10755
37,10761
36,10771
35,10777
34,10786
33,10793
32,10800
31,10807
30,10816
29,10821
28,10830
27,10835
26,10844
25,10849
24,10857
23,10863
22,10871
21,10876
20,10884
19,10888
18,10896
17,10903
16,10910
15,10915
14,10923
13,10928
12,10936
11,10940
10,10947
9,10951
8,10959
7,10964
6,10972
5,10976
4,10984
3,10989
2,10997
1,11002
