-1.0245506E-07,-1.967114E-04
-1.0244881E-07,-1.0628260E-03
-1.0244256E-07,-1.1710903E-03
-1.0243631E-07,-4.387140E-04
-1.0243006E-07,2.936623E-04
-1.0242381E-07,3.700842E-04
-1.0241756E-07,-3.11307E-05
-1.0241131E-07,-3.113442E-04
-1.0240506E-07,-3.049757E-04
-1.0239881E-07,-3.431867E-04
-1.0239256E-07,-6.488742E-04
-1.0238631E-07,-9.864041E-04
-1.0238006E-07,-9.481932E-04
-1.0237381E-07,-6.234002E-04
-1.0236756E-07,-3.559237E-04
-1.0236131E-07,-3.049757E-04
-1.0235506E-07,-2.795018E-04
-1.0234881E-07,-1.839744E-04
-1.0234256E-07,-2.221854E-04
-1.0233631E-07,-6.488742E-04
-1.0233006E-07,-1.2156698E-03
-1.0232381E-07,-1.3557765E-03
-1.0231756E-07,-9.099823E-04
-1.0231131E-07,-3.877661E-04
-1.0230506E-07,-4.323455E-04
-1.0229881E-07,-1.0055096E-03
-1.0229256E-07,-1.3876190E-03
-1.0228631E-07,-1.1010369E-03
-1.0228006E-07,-3.750291E-04
-1.0227381E-07,1.089761E-04
-1.0226756E-07,7.118E-07
-1.0226131E-07,-4.259770E-04
-1.0225506E-07,-6.425057E-04
-1.0224881E-07,-4.641880E-04
-1.0224256E-07,-1.393950E-04
-1.0223631E-07,3.89227E-05
-1.0223006E-07,-2.47622E-05
-1.0222381E-07,-2.731333E-04
-1.0221756E-07,-5.533468E-04
-1.0221131E-07,-6.488742E-04
-1.0220506E-07,-4.323455E-04
-1.0219881E-07,-4.38677E-05
-1.0219256E-07,1.981350E-04
-1.0218631E-07,-5.66046E-05
-1.0218006E-07,-5.660838E-04
-1.0217381E-07,-7.953494E-04
-1.0216756E-07,-4.769250E-04
-1.0216131E-07,1.026076E-04
-1.0215506E-07,3.191363E-04
-1.0214881E-07,-1.20252E-05
-1.0214256E-07,-4.769250E-04
-1.0213631E-07,-6.743481E-04
-1.0213006E-07,-6.297687E-04
-1.0212381E-07,-7.571385E-04
-1.0211756E-07,-1.1328794E-03
-1.0211131E-07,-1.3621450E-03
-1.0210506E-07,-1.0309836E-03
-1.0209881E-07,-2.922388E-04
-1.0209256E-07,2.936623E-04
-1.0208631E-07,3.382417E-04
-1.0208006E-07,7.118E-07
-1.0207381E-07,-4.387140E-04
-1.0206756E-07,-8.526659E-04
-1.0206131E-07,-1.1265109E-03
-1.0205506E-07,-1.0883000E-03
-1.0204881E-07,-5.087674E-04
-1.0204256E-07,2.745568E-04
