X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-1.200000e-03,2.000000e-06
260,2.72e+01,8.60e-01,4.00e+02,
261,2.68e+01,9.80e-01,4.08e+02,
262,2.68e+01,9.60e-01,4.04e+02,
263,2.80e+01,1.04e+00,4.12e+02,
264,2.80e+01,1.02e+00,4.08e+02,
265,2.68e+01,1.12e+00,4.16e+02,
266,2.76e+01,1.10e+00,4.16e+02,
267,2.84e+01,1.16e+00,4.12e+02,
268,2.76e+01,1.14e+00,4.12e+02,
269,2.84e+01,1.24e+00,4.20e+02,
270,2.84e+01,1.20e+00,4.16e+02,
271,2.80e+01,1.26e+00,4.28e+02,
272,2.80e+01,1.22e+00,4.24e+02,
273,2.92e+01,1.28e+00,4.28e+02,
274,2.92e+01,1.26e+00,4.24e+02,
275,2.88e+01,1.30e+00,4.32e+02,
276,2.88e+01,1.30e+00,4.28e+02,
277,2.96e+01,1.26e+00,4.36e+02,
278,2.88e+01,1.30e+00,4.32e+02,
279,2.96e+01,1.26e+00,4.40e+02,
280,2.96e+01,1.30e+00,4.40e+02,
281,2.92e+01,1.26e+00,4.36e+02,
282,2.92e+01,1.28e+00,4.36e+02,
283,3.04e+01,1.22e+00,4.48e+02,
284,2.92e+01,1.26e+00,4.44e+02,
285,3.04e+01,1.18e+00,4.52e+02,
286,3.00e+01,1.20e+00,4.48e+02,
287,3.08e+01,1.12e+00,4.56e+02,
288,3.08e+01,1.16e+00,4.52e+02,
289,3.00e+01,1.08e+00,4.56e+02,
290,3.08e+01,1.08e+00,4.52e+02,
291,3.04e+01,1.00e+00,4.60e+02,
292,3.04e+01,1.02e+00,4.56e+02,
293,3.16e+01,9.40e-01,4.64e+02,
294,3.16e+01,9.40e-01,4.60e+02,
295,3.04e+01,8.40e-01,4.72e+02,
296,3.12e+01,8.60e-01,4.68e+02,
297,3.20e+01,7.60e-01,4.72e+02,
298,3.20e+01,7.80e-01,4.68e+02,
299,3.12e+01,6.80e-01,4.76e+02,
300,3.20e+01,6.80e-01,4.72e+02,
301,3.16e+01,6.00e-01,4.80e+02,
302,3.16e+01,6.20e-01,4.76e+02,
303,3.28e+01,5.00e-01,4.84e+02,
304,3.24e+01,5.20e-01,4.84e+02,
305,3.28e+01,4.40e-01,4.76e+02,
306,3.24e+01,4.60e-01,4.80e+02,
307,3.32e+01,3.40e-01,4.88e+02,
308,3.32e+01,3.80e-01,4.88e+02,
309,3.24e+01,2.80e-01,4.96e+02,
310,3.32e+01,2.80e-01,4.92e+02,
311,3.28e+01,2.20e-01,4.96e+02,
312,3.28e+01,2.40e-01,4.92e+02,
313,3.40e+01,1.60e-01,5.00e+02,
314,3.40e+01,1.80e-01,4.96e+02,
315,3.28e+01,1.00e-01,5.04e+02,
316,3.36e+01,1.40e-01,5.00e+02,
317,3.44e+01,8.00e-02,5.08e+02,
318,3.36e+01,1.00e-01,5.08e+02,
319,3.44e+01,4.00e-02,5.04e+02,
320,3.40e+01,4.00e-02,5.08e+02,
321,3.44e+01,8.00e-02,5.16e+02,
322,3.40e+01,4.00e-02,5.12e+02,
323,3.52e+01,8.00e-02,5.20e+02,
324,3.52e+01,4.00e-02,5.16e+02,
325,3.44e+01,8.00e-02,5.20e+02,
326,3.52e+01,8.00e-02,5.20e+02,
327,3.40e+01,4.00e-02,5.12e+02,
328,3.40e+01,8.00e-02,5.16e+02,
329,3.44e+01,4.00e-02,5.04e+02,
330,3.44e+01,8.00e-02,5.08e+02,
331,3.36e+01,4.00e-02,5.04e+02,
332,3.36e+01,4.00e-02,5.08e+02,
333,3.44e+01,8.00e-02,5.00e+02,
334,3.40e+01,4.00e-02,5.04e+02,
335,3.28e+01,1.00e-01,4.96e+02,
336,3.28e+01,6.00e-02,5.00e+02,
337,3.40e+01,1.00e-01,4.92e+02,
338,3.32e+01,1.20e-01,4.96e+02,
339,3.28e+01,8.00e-02,4.88e+02,
340,3.32e+01,1.00e-01,4.96e+02,
341,3.24e+01,1.80e-01,4.88e+02,
342,3.32e+01,1.60e-01,4.92e+02,
343,3.24e+01,2.20e-01,4.80e+02,
344,3.28e+01,1.80e-01,4.84e+02,
345,3.16e+01,2.60e-01,4.76e+02,
346,3.28e+01,2.20e-01,4.80e+02,
347,3.16e+01,3.20e-01,4.76e+02,
348,3.20e+01,3.00e-01,4.80e+02,
349,3.16e+01,3.60e-01,4.72e+02,
350,3.20e+01,3.40e-01,4.76e+02,
351,3.12e+01,4.20e-01,4.68e+02,
352,3.20e+01,4.20e-01,4.72e+02,
353,3.12e+01,5.00e-01,4.60e+02,
354,3.16e+01,4.80e-01,4.64e+02,
355,3.04e+01,5.60e-01,4.60e+02,
356,3.16e+01,5.40e-01,4.64e+02,
357,3.04e+01,6.40e-01,4.56e+02,
358,3.08e+01,6.00e-01,4.60e+02,
359,3.00e+01,6.80e-01,4.52e+02,
360,3.08e+01,6.80e-01,4.56e+02,
361,3.00e+01,7.80e-01,4.52e+02,
362,3.04e+01,7.40e-01,4.56e+02,
363,3.00e+01,8.40e-01,4.48e+02,
364,3.04e+01,8.20e-01,4.52e+02,
365,2.92e+01,9.20e-01,4.44e+02,
366,3.04e+01,8.80e-01,4.48e+02,
367,2.92e+01,9.80e-01,4.36e+02,
368,2.96e+01,9.60e-01,4.40e+02,
369,2.92e+01,1.02e+00,4.36e+02,
370,2.96e+01,1.00e+00,4.40e+02,
371,2.88e+01,1.10e+00,4.32e+02,
372,2.92e+01,1.08e+00,4.36e+02,
373,2.88e+01,1.14e+00,4.28e+02,
374,2.92e+01,1.12e+00,4.32e+02,
375,2.80e+01,1.18e+00,4.24e+02,
376,2.80e+01,1.14e+00,4.24e+02,
377,2.92e+01,1.22e+00,4.28e+02,
378,2.84e+01,1.20e+00,4.28e+02,
379,2.76e+01,1.26e+00,4.16e+02,
380,2.84e+01,1.24e+00,4.20e+02,
381,2.76e+01,1.28e+00,4.12e+02,
382,2.80e+01,1.24e+00,4.16e+02,
383,2.76e+01,1.28e+00,4.08e+02,
384,2.80e+01,1.28e+00,4.12e+02,
385,2.68e+01,1.24e+00,4.08e+02,
386,2.68e+01,1.26e+00,4.12e+02,
387,2.80e+01,1.28e+00,4.04e+02,
388,2.72e+01,1.28e+00,4.08e+02,
389,2.68e+01,1.24e+00,4.00e+02,
390,2.64e+01,1.26e+00,4.00e+02,
391,2.72e+01,1.22e+00,4.04e+02,
392,2.68e+01,1.24e+00,4.04e+02,
393,2.64e+01,1.20e+00,3.92e+02,
394,2.68e+01,1.20e+00,3.96e+02,
395,2.56e+01,1.14e+00,3.88e+02,
396,2.56e+01,1.16e+00,3.92e+02,
397,2.68e+01,1.10e+00,3.84e+02,
398,2.60e+01,1.12e+00,3.84e+02,
399,2.56e+01,1.02e+00,3.88e+02,
400,2.60e+01,1.06e+00,3.88e+02,
401,2.52e+01,9.80e-01,3.80e+02,
402,2.52e+01,1.02e+00,3.84e+02,
403,2.56e+01,9.00e-01,3.72e+02,
404,2.56e+01,9.20e-01,3.76e+02,
405,2.44e+01,8.40e-01,3.68e+02,
406,2.48e+01,8.60e-01,3.72e+02,
407,2.44e+01,7.60e-01,3.68e+02,
408,2.48e+01,7.80e-01,3.72e+02,
409,2.40e+01,7.00e-01,3.64e+02,
410,2.48e+01,7.20e-01,3.68e+02,
411,2.40e+01,6.00e-01,3.60e+02,
412,2.40e+01,6.40e-01,3.64e+02,
413,2.44e+01,5.20e-01,3.56e+02,
414,2.44e+01,5.40e-01,3.56e+02,
415,2.32e+01,4.60e-01,3.60e+02,
416,2.44e+01,5.00e-01,3.60e+02,
417,2.32e+01,3.60e-01,3.48e+02,
418,2.36e+01,4.00e-01,3.52e+02,
419,2.28e+01,3.20e-01,3.44e+02,
420,2.36e+01,3.40e-01,3.48e+02,
421,2.28e+01,2.20e-01,3.40e+02,
422,2.28e+01,2.60e-01,3.44e+02,
423,2.32e+01,1.80e-01,3.40e+02,
424,2.32e+01,2.20e-01,3.44e+02,
425,2.20e+01,1.20e-01,3.36e+02,
426,2.28e+01,1.60e-01,3.40e+02,
427,2.20e+01,8.00e-02,3.32e+02,
428,2.24e+01,1.20e-01,3.32e+02,
429,2.16e+01,6.00e-02,3.24e+02,
430,2.24e+01,8.00e-02,3.24e+02,
431,2.16e+01,4.00e-02,3.28e+02,
432,2.20e+01,6.00e-02,3.28e+02,
433,2.16e+01,2.00e-02,3.20e+02,
434,2.20e+01,2.00e-02,3.24e+02,
435,2.08e+01,-2.00e-02,3.16e+02,
436,2.08e+01,0.00e+00,3.20e+02,
437,2.12e+01,6.00e-02,3.12e+02,
438,2.12e+01,6.00e-02,3.12e+02,
439,2.04e+01,0.00e+00,3.16e+02,
440,2.04e+01,2.00e-02,3.16e+02,
441,2.12e+01,8.00e-02,3.04e+02,
442,2.04e+01,6.00e-02,3.08e+02,
443,2.08e+01,1.00e-01,3.00e+02,
444,2.08e+01,8.00e-02,3.04e+02,
445,1.96e+01,1.40e-01,2.96e+02,
446,2.00e+01,1.20e-01,3.00e+02,
447,1.96e+01,2.20e-01,2.96e+02,
448,2.00e+01,1.80e-01,3.00e+02,
449,1.92e+01,2.60e-01,2.92e+02,
450,2.00e+01,2.40e-01,2.96e+02,
451,1.92e+01,3.40e-01,2.84e+02,
452,1.96e+01,3.20e-01,2.88e+02,
453,1.88e+01,4.00e-01,2.80e+02,
454,1.96e+01,3.80e-01,2.80e+02,
455,1.84e+01,4.80e-01,2.84e+02,
456,1.88e+01,4.60e-01,2.84e+02,
457,1.84e+01,5.80e-01,2.76e+02,
458,1.88e+01,5.60e-01,2.80e+02,
459,1.80e+01,6.40e-01,2.72e+02,
460,1.80e+01,6.20e-01,2.76e+02,
461,1.88e+01,7.20e-01,2.68e+02,
462,1.84e+01,7.00e-01,2.68e+02,
463,1.72e+01,8.00e-01,2.72e+02,
464,1.84e+01,7.80e-01,2.72e+02,
465,1.72e+01,8.80e-01,2.60e+02,
466,1.72e+01,8.60e-01,2.64e+02,
467,1.76e+01,9.60e-01,2.56e+02,
468,1.76e+01,9.40e-01,2.60e+02,
469,1.68e+01,1.04e+00,2.52e+02,
470,1.68e+01,1.02e+00,2.56e+02,
471,1.76e+01,1.10e+00,2.52e+02,
472,1.72e+01,1.08e+00,2.56e+02,
473,1.60e+01,1.16e+00,2.48e+02,
474,1.72e+01,1.14e+00,2.52e+02,
475,1.60e+01,1.18e+00,2.44e+02,
476,1.64e+01,1.16e+00,2.44e+02,
477,1.60e+01,1.24e+00,2.48e+02,
478,1.64e+01,1.22e+00,2.44e+02,
479,1.56e+01,1.28e+00,2.36e+02,
480,1.60e+01,1.24e+00,2.40e+02,
481,1.56e+01,1.28e+00,2.32e+02,
482,1.60e+01,1.26e+00,2.36e+02,
483,1.48e+01,1.28e+00,2.28e+02,
484,1.60e+01,1.26e+00,2.32e+02,
485,1.48e+01,1.30e+00,2.24e+02,
486,1.52e+01,1.28e+00,2.24e+02,
487,1.48e+01,1.24e+00,2.28e+02,
488,1.52e+01,1.28e+00,2.28e+02,
489,1.44e+01,1.22e+00,2.16e+02,
490,1.44e+01,1.24e+00,2.20e+02,
491,1.52e+01,1.18e+00,2.12e+02,
492,1.48e+01,1.20e+00,2.16e+02,
493,1.36e+01,1.14e+00,2.08e+02,
494,1.48e+01,1.16e+00,2.16e+02,
495,1.36e+01,1.08e+00,2.08e+02,
496,1.40e+01,1.12e+00,2.12e+02,
497,1.36e+01,1.00e+00,2.04e+02,
498,1.40e+01,1.04e+00,2.08e+02,
499,1.32e+01,9.40e-01,2.00e+02,
500,1.40e+01,9.60e-01,2.00e+02,
501,1.32e+01,8.60e-01,2.04e+02,
502,1.36e+01,8.80e-01,2.00e+02,
503,1.24e+01,7.80e-01,1.92e+02,
504,1.36e+01,8.00e-01,1.96e+02,
505,1.24e+01,7.00e-01,1.88e+02,
506,1.24e+01,7.20e-01,1.92e+02,
507,1.28e+01,6.00e-01,1.84e+02,
508,1.28e+01,6.20e-01,1.92e+02,
509,1.20e+01,5.20e-01,1.80e+02,
510,1.20e+01,5.40e-01,1.80e+02,
511,1.24e+01,4.40e-01,1.88e+02,
512,1.24e+01,4.80e-01,1.84e+02,
513,1.12e+01,3.40e-01,1.72e+02,
514,1.24e+01,3.80e-01,1.76e+02,
515,1.12e+01,2.60e-01,1.68e+02,
516,1.16e+01,2.80e-01,1.72e+02,
517,1.12e+01,2.00e-01,1.68e+02,
518,1.08e+01,2.40e-01,1.72e+02,
519,1.16e+01,1.60e-01,1.64e+02,
520,1.08e+01,1.80e-01,1.68e+02,
521,1.12e+01,1.00e-01,1.60e+02,
522,1.12e+01,1.20e-01,1.64e+02,
523,1.00e+01,4.00e-02,1.56e+02,
524,1.12e+01,8.00e-02,1.64e+02,
525,1.00e+01,0.00e+00,1.48e+02,
526,1.04e+01,6.00e-02,1.56e+02,
527,9.60e+00,-2.00e-02,1.48e+02,
528,9.60e+00,2.00e-02,1.52e+02,
529,1.04e+01,-2.00e-02,1.44e+02,
530,9.60e+00,-4.00e-02,1.48e+02,
531,1.00e+01,2.00e-02,1.40e+02,
532,1.00e+01,-2.00e-02,1.44e+02,
533,8.80e+00,2.00e-02,1.40e+02,
534,1.00e+01,-2.00e-02,1.44e+02,
535,8.80e+00,6.00e-02,1.36e+02,
536,9.20e+00,2.00e-02,1.40e+02,
537,8.40e+00,1.00e-01,1.28e+02,
538,9.20e+00,6.00e-02,1.32e+02,
539,8.40e+00,1.40e-01,1.24e+02,
540,8.40e+00,1.20e-01,1.28e+02,
541,8.80e+00,2.00e-01,1.20e+02,
542,8.80e+00,1.80e-01,1.28e+02,
543,7.60e+00,2.40e-01,1.20e+02,
544,7.60e+00,2.20e-01,1.24e+02,
545,8.80e+00,3.40e-01,1.16e+02,
546,8.00e+00,3.20e-01,1.20e+02,
547,7.20e+00,4.00e-01,1.12e+02,
